Accession,Gene Symbol
Q8NGF6,OR10W1
Q8NGG1,OR8J2
Q8TD33,SCGB1C1
Q8WXE9,STON2
Q93098,WNT8B
Q96A49,SYAP1
Q96NX5,CAMK1G
Q96P50,ACAP3
Q96RP3,UCN2
Q9BQ83,SLX1A
Q9BRR8,GPATCH1
Q9BTT4,MED10
Q9BUH6,PAXX
Q9BX74,TM2D1
Q9BZA8,PCDH11Y
Q9GZV8,PRDM14
Q9H114,CSTL1
Q9HAZ2,PRDM16
Q9HC57,WFDC1
Q9HD23,MRS2
Q9NSC2,SALL1
Q9NSV4,DIAPH3
Q9NYV6,RRN3
Q9P0J0,NDUFA13
Q9UBP5,HEY2
Q9UGJ0,PRKAG2
Q9UKY7,CDV3
Q9ULD9,ZNF608
Q9UPA5,BSN
A1A4S6,ARHGAP10
A2PYH4,HFM1
A4D1E1,ZNF804B
A4D2P6,GRID2IP
A6NDL8,OR6C68
A6NF89,OR6C6
A6NH52,TVP23A
A6NHZ5,LRRC14B
A6NI79,CCDC69
A6NMB1,SIGLEC16
A8MXK1,VSTM5
B1ATL7,PRR32
F5GYI3,UBAP1L
O00712,NFIB
O15321,TM9SF1
O43174,CYP26A1
O94817,ATG12
O95932,TGM6
O96004,HAND1
P01185,AVP
P01563,IFNA2
P02768,ALB
P06730,EIF4E
P09497,CLTB
P0C671,BNIP5
P0DTU3,TRA
P25963,NFKBIA
P30304,CDC25A
P31274,HOXC9
P42773,CDKN2C
P50440,GATM
P50750,CDK9
P63162,SNRPN
P63241,EIF5A
P78347,GTF2I
P78524,DENND2B
P78559,MAP1A
Q01970,PLCB3
Q06609,RAD51
Q12979,ABR
Q14119,VEZF1
Q14721,KCNB1
Q15102,PAFAH1B3
Q1W4C9,SPINK13
Q27J81,INF2
Q2VWP7,PRTG
Q3B820,FAM161A
Q3ZCX4,ZNF568
Q53H96,PYCR3
Q53RT3,ASPRV1
Q5VUM1,SDHAF4
Q68DL7,C18orf63
Q68DY9,ZNF772
Q6JBY9,RCSD1
Q6PCB5,RSBN1L
Q6PI73,LILRA6
Q6U841,SLC4A10
Q6UX34,SNORC
Q6VVB1,NHLRC1
Q6XLA1,CASC2
Q6ZS10,CLEC17A
Q71DI3,H3C15
Q7RTY3,PRSS45P
Q7Z2X4,PID1
Q7Z3C6,ATG9A
Q8IW41,MAPKAPK5
Q8IWS0,PHF6
Q8N1Q8,THEM5
Q8N3D4,EHBP1L1
Q8NBS3,SLC4A11
Q8NGA5,OR10H4
Q8TD86,CALML6
Q92522,H1-10
Q92791,P3H4
Q96FL8,SLC47A1
Q96KR1,ZFR
Q96KT0,FAM167A-AS1
Q96M63,ODAD1
Q96SL8,FIZ1
Q96T68,SETDB2
Q9BQT8,SLC25A21
Q9BTM1,H2AJ
Q9BXL5,HEMGN
Q9BXU7,USP26
Q9H0I2,ENKD1
Q9H213,MAGEH1
Q9H814,PHAX
Q9H871,RMND5A
Q9HCD5,NCOA5
Q9NQE7,PRSS16
Q9NS71,GKN1
Q9NYP9,MIS18A
Q9P1U1,ACTR3B
Q9UBK9,UXT
Q9UG22,GIMAP2
Q9UKJ1,PILRA
Q9UKM7,MAN1B1
Q9Y2T1,AXIN2
A0A0B4J271,TRAV12-3
A0A0B4J2E0,TRBV12-4
A0A1B0GW35,EXOC1L
A0A7I2V3R4,RNF228
A0A8V8TPE2,FAM90A3
A1L4H1,SSC5D
A8MU10,N/A
C0HM83,N/A
O00462,MANBA
O14775,GNB5
O43688,PLPP2
O75896,TUSC2
O75947,ATP5PD
P00505,GOT2
P07988,SFTPB
P08727,KRT19
P09493,TPM1
P13995,MTHFD2
P18054,ALOX12
P19397,CD53
P21709,EPHA1
P22794,EVI2A
P23560,BDNF
P24666,ACP1
P43116,PTGER2
P49790,NUP153
P52732,KIF11
P56192,MARS1
P83881,RPL36A
Q02363,ID2
Q02556,IRF8
Q0D2H9,GOLGA8DP
Q13231,CHIT1
Q14213,EBI3
Q16270,IGFBP7
Q1T7F1,N/A
Q2M3M2,SLC5A9
Q4G0U5,CFAP221
Q5JVS0,HABP4
Q5QGT7,RTP2
Q5T1N1,AKNAD1
Q6AWC8,N/A
Q6IEG0,SNRNP48
Q6IFN5,OR7E24
Q6NZ63,STEAP1B
Q6P1M3,LLGL2
Q6P2H8,TMEM53
Q6P435,N/A
Q6PRD7,CEMP1
Q6UWV7,SHISAL2A
Q6ZMJ2,SCARA5
Q6ZN92,N/A
Q6ZQX7,LIAT1
Q6ZR03,N/A
Q6ZV65,FAM47E
Q6ZVH6,N/A
Q7L592,NDUFAF7
Q86WD7,SERPINA9
Q86Y13,DZIP3
Q8IUI4,SNX29P2
Q8IWA4,MFN1
Q8IWF6,DENND6A
Q8IYB0,N/A
Q8IYB3,SRRM1
Q8IYM1,SEPTIN12
Q8N141,ZFP82
Q8N612,FHIP1B
Q8N954,GPATCH11
Q8N9G6,N/A
Q8NGN3,OR10G4
Q8NH10,OR8U1
Q8TB96,ITFG1
Q8WUG5,SLC22A17
Q8WWG9,KCNE4
Q8WWU7,ITLN2
Q8WX94,NLRP7
Q8WZ42,TTN
Q92820,GGH
Q92851,CASP10
Q96LP2,FAM81B
Q96MS3,GLT1D1
Q96PH6,DEFB118
Q96S52,PIGS
Q96S66,CLCC1
Q9BXF6,RAB11FIP5
Q9C002,NMES1
Q9C0J1,B3GNT4
Q9H0N0,RAB6C
Q9H8E8,KAT14
Q9H8V8,N/A
Q9HAA7,N/A
Q9N2J8,N/A
Q9NRC6,SPTBN5
Q9UBU9,NXF1
Q9UF83,N/A
Q9UFV3,N/A
Q9Y4L1,HYOU1
A0A1W2PR19,GSTT4
A1L020,MEX3A
A2A288,ZC3H12D
A4D126,CRPPA
O43148,RNMT
O43323,DHH
O43592,XPOT
O60361,NME2P1
O60890,OPHN1
O75618,DEDD
O94804,STK10
O94887,FARP2
O96005,CLPTM1
P01222,TSHB
P02751,FN1
P11586,MTHFD1
P11686,SFTPC
P16581,SELE
P19878,NCF2
P20042,EIF2S2
P24347,MMP11
P28562,DUSP1
P30626,SRI
P31271,HOXA13
P47902,CDX1
P48507,GCLM
P56377,AP1S2
P56597,NME5
P58335,ANTXR2
P59544,TAS2R50
P60329,KRTAP12-4
P61024,CKS1B
P98177,FOXO4
Q01130,SRSF2
Q08188,TGM3
Q09161,NCBP1
Q13515,BFSP2
Q13889,GTF2H3
Q15742,NAB2
Q16082,HSPB2
Q5BJD5,TMEM41B
Q5W0Z9,ZDHHC20
Q63HK5,TSHZ3
Q6IPX1,TBC1D3C
Q6PXP3,SLC2A7
Q6Q0C1,SLC25A47
Q6ZNB6,NFXL1
Q6ZRQ5,MMS22L
Q6ZSA7,LRRC55
Q7L4E1,MIGA2
Q7Z465,BNIPL
Q7Z6B7,SRGAP1
Q86Y26,NUTM1
Q86YJ7,ANKRD13B
Q8IV61,RASGRP3
Q8IWB9,TEX2
Q8IYP2,PRSS58
Q8N136,DAW1
Q8N4A0,GALNT4
Q8N7X1,RBMXL3
Q8N8U2,CDYL2
Q8N9W8,GARIN2
Q8NBH2,KY
Q8NC06,ACBD4
Q8NE86,MCU
Q8NFD2,ANKK1
Q8NFT8,DNER
Q8NGG2,OR5T2
Q8WWZ1,IL1F10
Q902F9,HERVK_113
Q92561,PHYHIP
Q92630,DYRK2
Q92784,DPF3
Q969H8,MYDGF
Q96E39,RBMXL1
Q96EY7,PTCD3
Q96F15,GIMAP5
Q96IY1,NSL1
Q96N46,TTC14
Q96NZ8,WFIKKN1
Q96S37,SLC22A12
Q96T53,MBOAT4
Q99551,MTERF1
Q9BVG9,PTDSS2
Q9BVW6,SMIM2
Q9H892,TTC12
Q9NQS1,AVEN
Q9NR31,SAR1A
Q9NRY7,PLSCR2
Q9NS67,GPR27
Q9NWX5,ASB6
Q9NZJ0,DTL
Q9UBC7,GALP
Q9UDW3,ZMAT5
Q9UHW9,SLC12A6
Q9Y3Q3,TMED3
Q9Y446,PKP3
Q9Y450,HBS1L
Q9Y5R4,HEMK1
A0A0A0MS00,IGLV3-32
A0A0G2JMD5,PRAMEF33
A6NFD8,HELT
A6NJG2,SOWAHD
A6NNS2,DHRS7C
A8MQ27,NEURL1B
A8MQB3,LINC02693
B1AMM8,LINC00587
E7EW31,PROB1
O15527,OGG1
O43294,TGFB1I1
O43570,CA12
O75144,ICOSLG
O75200,NPIPB7
O75376,NCOR1
O75900,MMP23B
O95185,UNC5C
O95563,MPC2
O95661,DIRAS3
P09874,PARP1
P0CG38,POTEI
P0DUD1,SPDYE8
P10323,ACR
P11908,PRPS2
P16104,H2AX
P17038,ZNF43
P17050,NAGA
P23396,RPS3
P29475,NOS1
P41440,SLC19A1
P49802,RGS7
P56556,NDUFA6
P61026,RAB10
P62937,PPIA
Q03393,PTS
Q07837,SLC3A1
Q13191,CBLB
Q14999,CUL7
Q16661,GUCA2B
Q1XH10,SKIDA1
Q2Y0W8,SLC4A8
Q4V321,GAGE13
Q5K131,CLLU1
Q69YW2,STUM
Q6DN90,IQSEC1
Q6L8G4,KRTAP5-11
Q6SJ96,TBPL2
Q6UDR6,SPINT4
Q6UW63,POGLUT2
Q7Z6J2,TAMALIN
Q7Z7M8,B3GNT8
Q8IW52,SLITRK4
Q8N8A6,DDX51
Q8N957,ANKFN1
Q8N9I9,DTX3
Q8NCL8,TMEM116
Q8NCN4,RNF169
Q8NCR0,B3GALNT2
Q8NFH8,REPS2
Q8NFU7,TET1
Q8NGB4,OR4S1
Q8TD43,TRPM4
Q8WUU8,TMEM174
Q8WXX5,DNAJC9
Q92570,NR4A3
Q96CD2,PPCDC
Q96GT9,XAGE2
Q96P31,FCRL3
Q96RR4,CAMKK2
Q99727,TIMP4
Q99935,OPRPN
Q9BUF7,CRB3
Q9BY84,DUSP16
Q9H0H5,RACGAP1
Q9H0M0,WWP1
Q9H0M5,ZNF700
Q9H3M9,ATXN3L
Q9H6T0,ESRP2
Q9H7C9,AAMDC
Q9H7L9,SUDS3
Q9HBH7,BEX1
Q9NPF7,IL23A
Q9NQC3,RTN4
Q9NU22,MDN1
Q9NZ71,RTEL1
Q9UBL3,ASH2L
Q9UBL9,P2RX2
Q9UBX1,CTSF
Q9UHB7,AFF4
Q9UI38,PRSS50
Q9UKV5,AMFR
Q9Y2R5,MRPS17
Q9Y3B1,PRELID3B
Q9Y4C1,KDM3A
Q9Y5K3,PCYT1B
Q9Y5Q0,FADS3
A0A1B0GUV7,TEX48
A0A1B0GW54,SMIM39
A0A7L8Y648,AQP5-AS1
A6NC51,TMEM150B
A6NK44,GLOD5
A6NKN8,PCP4L1
A6NNE9,MARCHF11
B7ZBB8,PPP1R3G
D6R9N7,USP17L18
H3BSY2,GOLGA8M
O14633,LCE2B
O15327,INPP4B
O60682,MSC
O60880,SH2D1A
O94874,UFL1
P01909,HLA-DQA1
P05113,IL5
P0C604,OR4A8
P0C7Q6,SLC35G6
P0C7X4,FTH1P19
P0CG42,FAM157B
P10515,DLAT
P10586,PTPRF
P10606,COX5B
P15509,CSF2RA
P17481,HOXB8
P19087,GNAT2
P19440,GGT1
P29400,COL4A5
P34995,PTGER1
P35504,UGT1A5
P41247,PNPLA4
P43354,NR4A2
P46095,GPR6
P49895,DIO1
P51161,FABP6
P52948,NUP98
P54851,EMP2
P60891,PRPS1
P78426,NKX6-1
P83369,LSM11
P83876,TXNL4A
Q12986,NFX1
Q13829,TNFAIP1
Q14627,IL13RA2
Q16222,UAP1
Q16540,MRPL23
Q1L6U9,MSMP
Q5FVE4,ACSBG2
Q5SNT2,TMEM201
Q5T5Y3,CAMSAP1
Q5TCY1,TTBK1
Q5VTU8,ATP5F1EP2
Q5VUA4,ZNF318
Q6I9Y2,THOC7
Q6IAA8,LAMTOR1
Q6UX68,XKR5
Q6V0I7,FAT4
Q7Z3J3,RGPD4
Q7Z3T1,OR2W3
Q7Z4K8,TRIM46
Q7Z5Y6,BMP8A
Q8IVT5,KSR1
Q8IXI2,RHOT1
Q8IYN0,ZNF100
Q8IZW8,TNS4
Q8NFR3,SPTSSB
Q8TA94,ZNF563
Q8TC84,FANK1
Q8TCE6,DENND10
Q8WV41,SNX33
Q8WV92,MITD1
Q8WXD2,SCG3
Q8WXT5,FOXD4L4
Q96A84,EMID1
Q96GC6,ZNF274
Q9BV44,THUMPD3
Q9BWW9,APOL5
Q9C0D3,ZYG11B
Q9GZX9,TWSG1
Q9H342,OR51J1
Q9H7T9,AUNIP
Q9H974,QTRT2
Q9NPI8,FANCF
Q9NQL9,DMRT3
Q9NS40,KCNH7
Q9NSD5,SLC6A13
Q9NYM9,BET1L
Q9NZV6,MSRB1
Q9UBV4,WNT16
Q9UHA2,SS18L2
Q9UHC9,NPC1L1
Q9UHY8,FEZ2
Q9UJC5,SH3BGRL2
Q9UMX5,NENF
Q9Y265,RUVBL1
Q9Y2D0,CA5B
Q9Y6U3,SCIN
A0A0B4J1Z2,IGKV1D-43
A0A1B0GX56,TRDV1
A0AVI2,FER1L5
A5LHX3,PSMB11
A6NCK2,TRIM43B
A6NI86,GOLGA6L10
A6NJ08,MBD3L5
A6NM45,CLDN24
A7E2Y1,MYH7B
D6RBM5,USP17L23
H3BRN8,PIERCE2
O00560,SDCBP
O14684,PTGES
O14893,GEMIN2
O15232,MATN3
O15431,SLC31A1
O43424,GRID2
O43504,LAMTOR5
O60336,MAPKBP1
O60831,PRAF2
O75610,LEFTY1
O95147,DUSP14
O95848,NUDT14
P01817,IGHV2-5
P0C5J1,FAM86B2
P0C7M6,IQCF3
P0C7X1,TBC1D3H
P0DMU7,CT45A6
P0DSO1,FAM246C
P11021,HSPA5
P22309,UGT1A1
P22557,ALAS2
P24386,CHM
P24593,IGFBP5
P25325,MPST
P26378,ELAVL4
P38117,ETFB
P41223,BUD31
P48039,MTNR1A
P55211,CASP9
P59037,LINC00313
P69892,HBG2
P80748,IGLV3-21
Q00973,B4GALNT1
Q08378,GOLGA3
Q13435,SF3B2
Q14CS0,UBXN2B
Q15596,NCOA2
Q1A5X6,IQCJ
Q2M1K9,ZNF423
Q4VNC1,ATP13A4
Q5VTB9,RNF220
Q6IA86,ELP2
Q6UX41,BTNL8
Q6UXK2,ISLR2
Q6UY27,PATE2
Q6ZP68,ATP11AUN
Q6ZUJ8,PIK3AP1
Q6ZUT3,FRMD7
Q70EK8,USP53
Q717R9,CYS1
Q7Z7E8,UBE2Q1
Q8IXY8,PPIL6
Q8IY22,CMIP
Q8IZ08,GPR135
Q8N0Y7,PGAM4
Q8N5C7,DTWD1
Q8N8V8,TMEM105
Q8NE35,CPEB3
Q8TCD6,PHOSPHO2
Q8TEC5,SH3RF2
Q8WV07,LTO1
Q8WXB1,METTL21A
Q92604,LPGAT1
Q92623,TTC9
Q969V3,NCLN
Q96EF9,ZHX1-C8orf76
Q96F46,IL17RA
Q96KS9,FAM167A
Q96PG1,MS4A4E
Q99943,AGPAT1
Q9H1M0,NUP62CL
Q9H2T7,RANBP17
Q9H6J7,CSTPP1
Q9H8Q6,HEXA-AS1
Q9H910,JPT2
Q9H9A5,CNOT10
Q9HAC8,UBTD1
Q9HAT0,ROPN1
Q9HAV5,EDA2R
Q9HCQ5,GALNT9
Q9NWF9,RNF216
Q9NWQ8,PAG1
Q9NYG2,ZDHHC3
Q9UHX3,ADGRE2
Q9UJN7,ZNF391
Q9Y3P8,SIT1
Q9Y5G8,PCDHGA5
Q9Y5N1,HRH3
S4R3Y5,MTRNR2L11
A0A087WXM9,MEIKIN
A0A0A6YYG2,TRBV6-6
A0A0K2S4Q6,CD300H
A0A286YF01,SCYGR7
A0A286YFK9,SMIM38
A2RUU4,CLPSL1
A4D250,BLACE
A6NKB5,PCNX2
A6NMK8,INSYN2B
A8MWD9,SNRPGP15
C9J3I9,C5orf58
F8WCM5,INS-IGF2
O00167,EYA2
O00178,GTPBP1
O43281,EFS
O43379,WDR62
O43897,TLL1
O75022,LILRB3
O75290,ZNF780A
O75419,CDC45
O95256,IL18RAP
O95561,C1orf105
O95859,TSPAN12
P00403,MT-CO2
P09488,GSTM1
P0DV79,SPDYE18
P10747,CD28
P11487,FGF3
P23142,FBLN1
P23471,PTPRZ1
P25090,FPR2
P27816,MAP4
P30154,PPP2R1B
P36542,ATP5F1C
P43403,ZAP70
P47887,OR1E2
P51397,DAP
P53367,ARFIP1
P61020,RAB5B
Q07157,TJP1
Q12946,FOXF1
Q13507,TRPC3
Q16720,ATP2B3
Q2I0M5,RSPO4
Q3SYB3,FOXD4L6
Q4ADV7,RIC1
Q5T9A4,ATAD3B
Q68BL8,OLFML2B
Q6P2E9,EDC4
Q6U736,OPN5
Q6UWK7,GPR15LG
Q6UXG2,ELAPOR1
Q7L0X2,ERICH6
Q7M4L6,SHF
Q8IWT1,SCN4B
Q8IY47,KBTBD2
Q8IYT1,GARIN4
Q8N0Y3,OR4N4
Q8N130,SLC34A3
Q8N6I1,EID2
Q8NBX0,SCCPDH
Q8NDX1,PSD4
Q8NGC9,OR11H4
Q8NGG7,OR8A1
Q8NGN1,OR6T1
Q8TAU3,ZNF417
Q8TAV5,KCNJ5-AS1
Q8TCE9,LGALS14
Q8TDC3,BRSK1
Q8WV19,SFT2D1
Q8WVY7,UBLCP1
Q92599,SEPTIN8
Q92901,RPL3L
Q96MN9,ZNF488
Q96Q15,SMG1
Q99705,MCHR1
Q9BPU6,DPYSL5
Q9BX95,SGPP1
Q9BZE2,PUS3
Q9H165,BCL11A
Q9H2S9,IKZF4
Q9H3Y8,PPDPF
Q9H410,DSN1
Q9H4L4,SENP3
Q9H6B1,ZNF385D
Q9H8X3,LINC00574
Q9NP91,SLC6A20
Q9NRP2,CMC2
Q9P2J8,ZNF624
Q9UL01,DSE
Q9UNM6,PSMD13
Q9Y2I6,NINL
Q9Y2X9,ZNF281
Q9Y4F4,TOGARAM1
Q9Y585,OR1A2
Q9Y6R6,ZNF780B
A0A087WSY4,IGHV4-30-2
A0A0B4J1V6,IGHV3-73
A0A0C4DH35,IGHV3-35
A0A0J9YWP8,TRBJ1-3
A0A1B0GTY4,TEX50
A2A2Y4,FRMD3
A6NLU5,VSTM2B
A6NM36,LRRC30
C0HM98,CTBP1-DT
C9JPN9,USP17L12
O00192,ARVCF
O00443,PIK3C2A
O14925,TIMM23
O43167,ZBTB24
O43559,FRS3
O60840,CACNA1F
O75334,PPFIA2
O75489,NDUFS3
O75578,ITGA10
O95257,GADD45G
O95393,BMP10
P02753,RBP4
P04626,ERBB2
P08247,SYP
P0C5K6,VENTXP1
P0C7V4,FAM90A15
P0CJ76,MTRNR2L9
P0DOY2,IGLC2
P18510,IL1RN
P20702,ITGAX
P23528,CFL1
P25025,CXCR2
P31040,SDHA
P31371,FGF9
P42127,ASIP
P46695,IER3
P48723,HSPA13
P61278,SST
Q01362,MS4A2
Q02325,PLGLB1
Q04917,YWHAH
Q05952,TNP2
Q08881,ITK
Q09013,DMPK
Q14324,MYBPC2
Q15077,P2RY6
Q16589,CCNG2
Q16853,AOC3
Q5VU43,PDE4DIP
Q5XG92,CES4A
Q6AZY7,SCARA3
Q6KF10,GDF6
Q6ZTA4,TRIM67
Q7L266,ASRGL1
Q7L2J0,MEPCE
Q7Z2W4,ZC3HAV1
Q86VS8,HOOK3
Q86VV4,RANBP3L
Q86XI8,ZSWIM9
Q86YG4,NT5DC4
Q8IV38,ANKMY2
Q8IV50,LYSMD2
Q8IWA5,SLC44A2
Q8IWQ3,BRSK2
Q8IWW6,ARHGAP12
Q8N6W0,CELF5
Q8NCK7,SLC16A11
Q8NGC3,OR10G2
Q8TBY8,PMFBP1
Q8TE96,DQX1
Q8TF20,ZNF721
Q92621,NUP205
Q96FV9,THOC1
Q96L73,NSD1
Q96RP9,GFM1
Q99467,CD180
Q99946,PRRT1
Q9BRL7,SEC22C
Q9BRR0,ZKSCAN3
Q9BSE4,HERPUD2
Q9BSJ8,ESYT1
Q9BZK3,NACA4P
Q9H4H8,FAM83D
Q9HC16,APOBEC3G
Q9NPB3,CABP2
Q9NPG2,NGB
Q9NRJ5,PAPOLB
Q9NRZ5,AGPAT4
Q9NS62,THSD1
Q9NUE0,ZDHHC18
Q9NV64,TMEM39A
Q9NVQ4,FAIM
Q9P2B4,CTTNBP2NL
Q9P2D6,FAM135A
Q9UHD9,UBQLN2
Q9Y5P4,CERT1
Q9Y625,GPC6
Q9Y6N5,SQOR
A0A0A0MT89,IGKJ1
A0A0C4DH33,IGHV1-24
A0A0J9YX35,IGHV3-64D
A0A1B0GUY1,MARCOL
A5PLK6,RGSL1
A8MU93,C17orf100
G3V0H7,SLCO1B7
O00255,MEN1
O00634,NTN3
O15204,ADAMDEC1
O43818,RRP9
O43916,CHST1
O60496,DOK2
O75019,LILRA1
O75396,SEC22B
O95190,OAZ2
O95670,ATP6V1G2
P00451,F8
P04141,CSF2
P04279,SEMG1
P15086,CPB1
P15291,B4GALT1
P16083,NQO2
P20226,TBP
P20264,POU3F3
P21333,FLNA
P21918,DRD5
P24298,GPT
P27338,MAOB
P30408,TM4SF1
P35367,HRH1
P41220,RGS2
P43362,MAGEA9
P48443,RXRG
P50391,NPY4R
P56856,CLDN18
P63145,ERVK-24
Q14183,DOC2A
Q14201,BTG3
Q14331,FRG1
Q14390,GGTLC2
Q14833,GRM4
Q16401,PSMD5
Q2MKA7,RSPO1
Q2WGJ8,TMEM249
Q30KQ7,DEFB113
Q32NB8,PGS1
Q3LI62,KRTAP20-4
Q4G0Z9,MCMDC2
Q4VNC0,ATP13A5
Q569K6,CCDC157
Q5CZA5,ZNF805
Q5HY92,FIGN
Q5SZL2,CEP85L
Q5VUJ5,AGAP7P
Q69YL0,NCBP2AS2
Q6Q4G3,LVRN
Q6T310,RASL11A
Q71H61,ILDR2
Q71RG4,TMUB2
Q7L1I2,SV2B
Q7Z5L2,R3HCC1L
Q86SG3,DAZ4
Q86UW9,DTX2
Q8IYF1,ELOA2
Q8IYY4,DZIP1L
Q8N183,NDUFAF2
Q8N6G2,TEX26
Q8N6K0,TEX29
Q8N7C0,LRRC52
Q8NBJ4,GOLM1
Q8NGG5,OR8K1
Q8NGS5,OR13C4
Q8NI35,PATJ
Q8TBZ6,TRMT10A
Q8WYL5,SSH1
Q8WZA1,POMGNT1
Q96KN9,GJD4
Q99593,TBX5
Q99619,SPSB2
Q9BVA0,KATNB1
Q9GZY1,PBOV1
Q9H8M9,EVA1A
Q9HBG4,ATP6V0A4
Q9NP98,MYOZ1
Q9NPZ5,B3GAT2
Q9NX24,NHP2
Q9NZ45,CISD1
Q9NZB2,FAM120A
Q9NZR1,TMOD2
Q9NZZ3,CHMP5
Q9UKA1,FBXL5
Q9ULZ9,MMP17
Q9UNZ2,NSFL1C
Q9Y397,ZDHHC9
Q9Y3X0,CCDC9
Q9Y4P3,TBL2
Q9Y5F6,PCDHGC5
Q9Y6G1,TMEM14A
A0A1B0GVK7,FAM240A
A0A1B0GWB2,PRRT1B
A6NJ64,NPIPB2
A7MBM2,DISP2
O14830,PPEF2
O14972,VPS26C
O43143,DHX15
O60602,TLR5
O75223,GGCT
O75427,LRCH4
O95139,NDUFB6
P01570,IFNA14
P01602,IGKV1-5
P05015,IFNA16
P05111,INHA
P0C7I6,CCDC159
P0DMV0,CT45A7
P0DW14,TAF11L10
P11049,CD37
P12838,DEFA4
P17010,ZFX
P19957,PI3
P20142,PGC
P20853,CYP2A7
P23025,XPA
P23083,IGHV1-2
P29074,PTPN4
P29120,PCSK1
P33778,H2BC3
P34982,OR1D2
P35503,UGT1A3
P39059,COL15A1
P40426,PBX3
P41586,ADCYAP1R1
P57679,EVC
P58304,VSX2
P62753,RPS6
Q08945,SSRP1
Q14019,COTL1
Q16676,FOXD1
Q2TAA5,ALG11
Q2TAP0,GOLGA7B
Q4ZJI4,SLC9B1
Q5HYK3,COQ5
Q5JU00,TCTE1
Q5TDP6,LGSN
Q6P4D5,PABIR3
Q7Z2R9,SSBP3-AS1
Q86T96,RNF180
Q86W25,NLRP13
Q86X60,FAM72B
Q86Y97,KMT5C
Q8IZF4,ADGRG5
Q8N323,NXPE1
Q8N398,VWA5B2
Q8NEC5,CATSPER1
Q8NH90,OR5AK2
Q8TAL6,FIBIN
Q8TAQ9,SUN3
Q8TD16,BICD2
Q8TED0,UTP15
Q8TEU8,WFIKKN2
Q8WVV9,HNRNPLL
Q8WYJ6,SEPTIN1
Q92567,FAM168A
Q92830,KAT2A
Q969Q0,RPL36AL
Q969R5,L3MBTL2
Q96CJ1,EAF2
Q96E16,SMIM19
Q96IS3,RAX2
Q96LA9,MRGPRX4
Q96MX3,ZNF48
Q99795,GPA33
Q9BVC3,DSCC1
Q9BX69,CARD6
Q9BYR4,KRTAP4-3
Q9GZP7,VN1R1
Q9H0Y0,ATG10
Q9H1M4,DEFB127
Q9H6P5,TASP1
Q9HA72,CALHM2
Q9HAE3,CLXN
Q9HB55,CYP3A43
Q9HBK9,AS3MT
Q9HBU9,POPDC2
Q9HBW9,ADGRL4
Q9HD42,CHMP1A
Q9NQ90,ANO2
Q9NYV9,TAS2R13
Q9P0N9,TBC1D7
Q9P0U3,SENP1
Q9P2N2,ARHGAP28
Q9UBD6,RHCG
Q9UDW1,UQCR10
Q9UFB7,ZBTB47
Q9UHN6,CEMIP2
Q9UJ14,GGT7
Q9Y343,SNX24
Q9Y661,HS3ST4
A0A075B6I4,IGLV10-54
A0A1B0GVZ6,MBD3L2B
A4D0V7,CPED1
A6NGN9,IGLON5
A6NK75,ZNF98
A6NMZ2,SNTN
A8MXE2,B3GALT9
C0HM01,SEPTIN14P20
O14733,MAP2K7
O14788,TNFSF11
O14994,SYN3
O43390,HNRNPR
O60888,CUTA
O75170,PPP6R2
O75469,NR1I2
O75558,STX11
O75563,SKAP2
O95751,LDOC1
P00156,MT-CYB
P01615,IGKV2D-28
P0C2S0,CTXN2
P0CG37,CFC1
P10176,COX8A
P12429,ANXA3
P12830,CDH1
P13631,RARG
P17936,IGFBP3
P19224,UGT1A6
P19474,TRIM21
P20020,ATP2B1
P22888,LHCGR
P33260,CYP2C18
P35712,SOX6
P36894,BMPR1A
P51531,SMARCA2
P51857,AKR1D1
P55283,CDH4
P67812,SEC11A
Q08493,PDE4C
Q0VDI3,TMEM267
Q12968,NFATC3
Q14197,MRPL58
Q14332,FZD2
Q14532,KRT32
Q14534,SQLE
Q15113,PCOLCE
Q2M1Z3,ARHGAP31
Q3SXR2,C3orf36
Q494U1,PLEKHN1
Q496F6,CD300E
Q4G0N4,NADK2
Q5SY16,NOL9
Q5T5A4,CFAP276
Q5T9S5,CCDC18
Q69YN2,CWF19L1
Q6IQ19,CCSAP
Q6P1L5,FAM117B
Q6P589,TNFAIP8L2
Q6UUV9,CRTC1
Q7L0J3,SV2A
Q7L1S5,CHST9
Q86VU5,COMTD1
Q86XD8,ZFAND4
Q8IUC3,KRTAP7-1
Q8IYX3,CCDC116
Q8N1S5,SLC39A11
Q8N565,MREG
Q8N628,OR2C3
Q8N8J7,FAM241A
Q8N9W4,GOLGA6L2
Q8NA29,MFSD2A
Q8TBF8,FAM81A
Q8WWY3,PRPF31
Q92624,APPBP2
Q96DT7,ZBTB10
Q96EE3,SEH1L
Q96F85,CNRIP1
Q96H55,MYO19
Q96JQ5,MS4A4A
Q96KG7,MEGF10
Q96KN7,RPGRIP1
Q96RT6,CTAGE1
Q9BRT3,MIEN1
Q9GZL8,BPESC1
Q9H3H1,TRIT1
Q9H492,MAP1LC3A
Q9H6D3,XKR8
Q9H930,SP140L
Q9NY43,BARHL2
Q9NZN8,CNOT2
Q9UC06,ZNF70
Q9UG01,IFT172
Q9UI09,NDUFA12
Q9UKN1,MUC12
Q9UMZ2,SYNRG
Q9UPR5,SLC8A2
Q9Y2T6,GPR55
Q9Y2Y0,ARL2BP
Q9Y342,PLLP
A0A075B6H8,IGKV1D-42
