Accession,Gene Symbol
Q793I8,Tifa
Q7TSK3,Pcdh8
Q80V86,Ints8
Q80XF5,Il22ra2
Q8BJW7,Eme1
Q8BLU0,Flrt2
Q8BUM3,Ptpn7
Q8BUY5,Timmdc1
Q8BX37,Acp7
Q8BXJ9,Tmem62
Q8BXX9,Ccdc169
Q8C739,Fam110b
Q8CF20,1700020N01Rik
Q8CGZ0,Cherp
Q8CJ27,Aspm
Q8K0T7,Unc13c
Q8R2N0,Ccdc59
Q8R2R5,Lrrc61
Q8VBT6,Apobr
Q8VBX4,Cd207
Q8VDB2,Alg12
Q8VFQ4,Or9i16
Q8VGH5,Or6z3
Q8VGW3,Or52n2c
Q8VIF2,Prss42
Q91VN6,Ddx41
Q91W96,Anapc4
Q91ZC7,Mrgpra5
Q922Q4,Pycr2
Q99JS0,Ncmap
Q99P72,Rtn4
Q9CQM9,Glrx3
Q9D154,Serpinb1a
Q9D5J5,Pabir3
Q9D654,Zfp84
Q9DCD2,Xab2
Q9DCH6,Zfand6
Q9DCK3,Tspan4
Q9DCT5,Sdf2
Q9DCZ1,Gmpr
Q9ESG2,Ropn1
Q9JIY0,Plekho1
Q9JJL9,Ltb4r2
Q9JLG4,Pkd2l2
Q9QYK7,Rnf11
Q9R0X5,Rpgr
Q9Z199,Supt4h1b
Q9Z273,Tulp1
A0A087WSF2,Smok3c
A0A3B2WBC8,Vmn2r60
A2A7V7,Cd300c
D3Z7H4,Gsg1l
E9PZS9,Vmn2r101
E9Q0P0,Gm8127
E9Q413,Or8b53
E9Q716,Or8b49
E9Q9G1,Nudt16l2
J3QNZ6,Gm21874
O08760,Ogg1
O09010,Lfng
O35085,Arx
O35491,Clk2
O35551,Rabep1
O54908,Dkk1
O70293,Grk6
O88833,Cyp4a10
P03921,Mtnd5
P0C1Q2,Pde11a
P14753,Epor
P23591,Gfus
P24161,Cd247
P24452,Capg
P30966,Htr5a
P34985,Or8c8
P46425,Gstp2
P47199,Cryz
P53657,Pklr
P54310,Lipe
P56481,Cckbr
P70280,Vamp7
P82343,Renbp
P97438,Kcnk2
Q08BU3,Zfp970
Q3THK3,Gtf2f1
Q3TJM4,Cenpt
Q3TWW8,Srsf6
Q3TYD4,Arsg
Q5DU09,Znf652
Q5GFD5,Hs3st6
Q5U5Q9,Uimc1
Q61081,Cdc37
Q61501,E2f1
Q62386,Il17a
Q6NZL0,Mtcl3
Q6P5C5,Smug1
Q6PB66,Lrpprc
Q6ZPV2,Ino80
Q7M764,Usp17le
Q7TMV1,Rnf139
Q7TPM1,Prrc2b
Q7TRA2,Or5ak4
Q7TRY2,Or2z8
Q7TSF1,Dsg1b
Q810B3,Bsx
Q8BFU1,Slc39a9
Q8BFU3,Rnf214
Q8BG71,Trmt12
Q8BGS2,Bola2
Q8BHL5,Elmo2
Q8BHX3,Cdca8
Q8BI66,Znf526
Q8BIG3,Krtap20-21
Q8BSN9,Fastkd3
Q8BWS5,Gprin3
Q8BXK4,Samtor
Q8BYC6,Taok3
Q8C145,Slc39a6
Q8CEC0,Nup88
Q8CEI3,Ccdc28a
Q8JZX4,Rbm17
Q8QZY3,Dppa3
Q8VCK6,Ffar2
Q8VCN6,Cd99
Q8VEZ4,Or10q12
Q8VF84,Or4f47
Q8VGL0,Or1j12
Q91VF2,Hnmt
Q91W63,Nmrk1
Q99JY9,Actr3
Q99MQ3,Pink1
Q9CPN7,1810009J06Rik
Q9CQA3,Sdhb
Q9CV28,Mindy3
Q9CWW7,Cxxc1
Q9CX34,Sugt1
Q9D2R4,Tmed11
Q9D413,Sh2d6
Q9D5P4,Adad2
Q9D5R3,Cep83
Q9D992,Majin
Q9DAK2,Pacrg
Q9DC28,Csnk1d
Q9DD20,Tmt1b
Q9R0A1,Clcn2
Q9R1Y5,Hic1
Q9WTJ2,Ovol1
Q9WUE3,Cyb561d2
Q9Z2I8,Suclg2
A0A075B5N3,Igkv8-28
A0A1B0GRG8,Cbr1b
A0AAG1GNH3,LOC100039010
A2AK44,Cwc22rt3
A2APX8,Scn1a
A2RTN7,Or4k15
A6H6T1,Prss40
B2RRL2,Jrkl
D3Z347,Slx
E9PXB6,Sfta2
E9PYW5,Vmn1r174
E9Q264,Myh15
E9Q2T4,4930523C07Rik
E9Q912,Rap1gds1
F6W8I0,Yjefn3
H3BL92,Evi5l
K7N712,Vmn2r62
P04187,Gzmb
P06804,Tnf
P13634,Ca1
P22227,Zfp42
P22387,Edn1
P35242,Sftpa1
P35377,Oprl1
P39654,Alox15
P50715,Defa31
P56183,Rrp1
Q03385,Ralgds
Q33DR3,Pdss2
Q3TLS3,Gdpgp1
Q3U276,Sdhaf1
Q3UM45,Ppp1r7
Q3UPR8,Tcstv6b
Q3UQH6,Gm5127
Q3UVD5,Lgr6
Q3UYI6,Fuz
Q5SSL4,Abr
Q5Y5T5,Zdhhc8
Q60644,Nr1h2
Q60864,Stip1
Q61979,Nnat
Q62165,Dag1
Q68FL6,Mars1
Q69ZT1,Fan1
Q6NXK9,Man1c1
Q6NXM3,Tmem130
Q6NZL1,Dhx37
Q6R891,Ppp1r9b
Q6SJQ0,Cd300a
Q6XQH0,Gal3st2
Q765H6,Mgat5b
Q7TR55,Or5as1
Q7TR79,Or8k1
Q7TRE6,Or8b12
Q8BGW3,Bhlhe23
Q8BHL3,Tbc1d10b
Q8BIY1,Gpatch3
Q8BP47,Nars1
Q8BV49,Pyhin1
Q8BZT2,Sh3rf2
Q8C2A2,Tsen54
Q8C5V0,Spata32
Q8CBH7,Marchf11
Q8CFI2,Cdc34
Q8CIC2,Nup42
Q8JZZ0,Ugt3a2
Q8K2Y7,Mrpl47
Q8VDH1,Fbxo21
Q8VEE1,Lmcd1
Q8VG64,Or6c216
Q8VG95,Or2n1
Q8VGU2,Or8s2
Q91X84,Crtc3
Q91Y08,Pcdhb1
Q91ZW2,Pofut1
Q99P27,Pla2g12b
Q99PV0,Prpf8
Q9CPV5,Pmf1
Q9CQA0,Cenpm
Q9CR04,H2ap
Q9CWZ3,Rbm8a
Q9D1J3,Sarnp
Q9D1M7,Fkbp11
Q9D2L6,Adgrf4
Q9D428,GOLGA7B
Q9D8G5,Reg4
Q9DAQ9,Spata19
Q9DAT5,Trmu
Q9EPJ9,Arfgap1
Q9EPS3,Glce
Q9JHD1,Kat2b
Q9JHT5,Ammecr1
Q9JLR1,Sec61a2
Q9QZM0,Ubqln2
Q9R118,Htra1
Q9WUF1,Vmn1r49
Q9WV54,Asah1
Q9Z101,Pard6a
Q9Z111,Gadd45g
Q9Z2Y3,Homer1
A0A087WSG3,Gm28269
A0A2I3BR58,Gm5624
E9Q9Q5,1700113H08Rik
L7MTY4,Or2ak6
O35387,Hax1
O54839,Eomes
O55060,Tpmt
O88892,Serf1
O89104,Sypl2
P00397,Mtco1
P01634,N/A
P01636,N/A
P01638,N/A
P01644,N/A
P01645,N/A
P01652,N/A
P01654,N/A
P01669,N/A
P01673,N/A
P01726,N/A
P01741,N/A
P01753,N/A
P01790,N/A
P01792,N/A
P01793,N/A
P01802,N/A
P01809,N/A
P01823,N/A
P01852,N/A
P04219,N/A
P04945,N/A
P17439,Gba1
P18529,N/A
P18532,N/A
P21279,Gnaq
P22315,Fech
P23492,Pnp
P31041,Cd28
P31266,Rbpj
P38641,N/A
P38642,N/A
P58307,Hcrtr1
P60605,Ube2g2
P60766,Cdc42
P70398,Usp9x
P70441,Nherf1
P81068,Irx1
P97489,Gata5
Q06770,Serpina6
Q08857,Cd36
Q0VBN2,Dsel
Q3U3C9,Gse1
Q3UQ17,Zbtb16
Q3UQS2,Lsmem1
Q3UZ57,Axdnd1
Q3V080,Znf583
Q5F201,Cfap52
Q64445,Cox8a
Q6PE01,Snrnp40
Q7M6X2,Zfp874b
Q7M720,Tas2r13
Q7TQF7,Amph
Q7TRF0,Or7h8
Q7TS43,Or5h25
Q80ZM8,Crls1
Q8BP78,Fra10ac1
Q8BR93,Harbi1
Q8C1Q6,Uqcc5
Q8CH36,Slc36a4
Q8K3Q3,Foxn4
Q8R151,Znfx1
Q8R4Y0,Fcrl1
Q8VGK2,Or1j18
Q8VGS2,Or8k17
Q91W86,Vps11
Q91WR3,Ascc2
Q91Z38,Ttc1
Q920G3,Siglec5
Q925D8,Tas1r3
Q9CQ40,Mrpl49
Q9CQS8,Sec61b
Q9CQW1,Ykt6
Q9CR46,Ska2
Q9CX13,Cnih4
Q9D1K2,Atp6v1f
Q9D2H5,Trim42
Q9DAS1,Cklf
Q9DBR2,Fam13c
Q9DBU0,Tm9sf1
Q9DCL2,Ciao2a
Q9DCN1,Nudt12
Q9EQR4,Clca3a2
Q9JHP7,Poglut2
Q9JJL3,Slco1b2
Q9JJV1,Cryba2
Q9R1A8,Cop1
Q9WTL4,Insrr
Q9Z1P6,Ndufa7
Q9Z206,Net1
Q9Z2R9,Eif2ak1
A0A087WQ89,Misp3
A0A1L1SRK6,Or8k39
A0A571BEE7,Tmem74bos
A0AA74KSY8,Gm3685
A0AAG1GAD3,LOC108168683
A2AGA4,Rhbdl2
A2BHG6,Btbd35f7
B2RPY5,Gpr161
B2RU40,Prrt4
F6WYW0,Scgb1b19
K7N608,Vmn1r78
L7N293,Vmn1r104
O35657,Neu1
O54732,Mmp15
O88537,Fpr-rs3
O88713,Klrg1
P20108,Prdx3
P24604,Tec
P28231,Gjb3
P29755,Agtr1b
P35564,Canx
P48760,Fpgs
P50586,Tub
P51569,Gla
P52950,Dbx1
P56567,Csta
P56671,Maz
P58500,Map3k7cl
P62984,Uba52
Q04899,Cdk18
Q0WXH6,H2-T9
Q3TL26,Tfb2m
Q3U2E2,Zmym5
Q3U487,Hectd3
Q3UPC7,N/A
Q3V1F1,Cyp4f37
Q499E6,Airim
Q505D7,Opa3
Q59IW5,Abi3bp
Q5PPQ4,Zfp175
Q5SW49,Or4d2
Q5SWY8,Slc5a10
Q60754,Marco
Q61169,Gata6
Q61526,Erbb3
Q61704,Itih3
Q640L5,Ccdc18
Q6J756,Capn11
Q7M724,Tas2r106
Q7TQQ8,Or5b118
Q7TRX3,Or3a4
Q80TL1,Adcy2
Q80XM3,Kcng4
Q8BM26,Lyz3
Q8BMP4,Gper1
Q8BWU1,Sprn
Q8C033,Arhgef10
Q8CIV3,Liph
Q8K2L8,Trappc12
Q8R235,Tmem203
Q8R270,Vmn1r217
Q8R290,Vmn1r74
Q8R418,Dicer1
Q8R4S0,Ppp1r14c
Q8VFW4,Or5b112
Q8VGA0,Or13c25
Q91V81,Rbm42
Q91W59,Rbms1
Q91WA3,Hdac11
Q91WR5,Akr1c21
Q91X49,Mall
Q91XQ6,Laptm4b
Q91ZT7,Asb10
Q91ZV0,Mia2
Q920D7,Scgb3a1
Q922D4,Ppp6r3
Q922J3,Clip1
Q9CPX7,Mrps16
Q9CQW5,Lgals2
Q9CR42,Ankrd1
Q9CR88,Mrps14
Q9CR96,Tmem208
Q9CRC8,Lrrc40
Q9CZH7,Mxra7
Q9D0J4,Arl2
Q9D3U4,Rbm31y
Q9D6M3,Slc25a22
Q9D850,Tmem68
Q9DAI4,Zbtb43
Q9DAN8,Cst12
Q9DBR3,Armc8
Q9ESK3,Capn10
Q9JI19,Fibp
Q9JJ48,Zc3h8
Q9JJ94,Ssna1
Q9JKL1,Prokr1
Q9R045,Angptl2
Q9WV98,Timm9
Q9Z2I0,Letm1
S4R213,Lactbl1
A0A075B684,Ighv1-62-1
A0A0A6YXL5,Ighv7-4
A0A1Y7VJV2,A030014E15Rik
A2A9H6,Lrrc37
A2ADA5,Pusl1
A2ARA8,Itga8
B1ARD8,Slfn8
B1AWN6,Scn2a
B2RWJ3,Tmem240
E9Q3L4,Ifi207
E9Q8X5,Zbtb10
K9J7G6,Vmn1r243
O08999,Ltbp2
O55091,Impact
O70370,Ctss
O88851,Rbbp9
P04760,Chrng
P12672,Rapsn
P31786,Dbi
P40201,Chd1
P42932,Cct8
P49135,Ercc3
P55104,Inhbc
P62869,Elob
P63013,Prrx1
P97297,Adm
P97412,Lyst
Q05922,Dusp2
Q0VG62,Rbis
Q3URR0,Cenpw
Q3V2A7,Qrich2
Q4VC17,Adamts18
Q5F2F2,Abhd15
Q62132,Ptprr
Q62167,Ddx3x
Q64163,Tfdp2
Q64430,Atp7a
Q64693,Pou2af1
Q68FE9,Tshz2
Q6EBV9,Atg9b
Q6NXM6,Zfp663
Q76LL6,Fhod3
Q7M719,Tas2r115
Q7TQN9,Gpr142
Q7TR96,Or9g19
Q7TRE1,Or8b37
Q80WV3,Chst2
Q80YD3,Spata31f3
Q80YT7,Pde4dip
Q80ZN9,Cox6b2
Q810U3,Nfasc
Q8BJR6,Prss27
Q8BKY8,Mterf2
Q8BMI4,Gen1
Q8BTW8,Cdk5rap1
Q8C0L0,Tmx4
Q8C1B1,Camsap2
Q8C9W3,Adamts2
Q8CAM5,Rab36
Q8CE23,Qrfp
Q8K1I7,Wipf1
Q8K2V6,Ipo11
Q8K4K6,Pank1
Q8QZR7,Pdik1l
Q8R1Q8,Dync1li1
Q8R5K2,Usp33
Q8VC34,Rpap2
Q8VE37,Rcc1
Q8VFK2,Or5g25
Q8VFV4,Or5an6
Q8VG11,Or9q2
Q8VHW4,Cacng5
Q91VD1,Lgals12
Q91WQ9,Calml4
Q91YU3,Msantd4
Q922M3,Kctd10
Q922W5,Pycr1
Q99KR6,Rnf34
Q9CQA8,Cep19
Q9CX60,Lbh
Q9D3J9,Tasl
Q9D424,Cabyr
Q9D4K4,Fancd2os
Q9D5K1,Tmem81
Q9D8X0,Manbal
Q9DAE7,N/A
Q9DAL9,N/A
Q9DCH4,Eif3f
Q9DCS2,Mettl26
Q9EPB5,Serhl
Q9EQ32,Pik3ap1
Q9JIC3,Dclre1a
Q9JK95,Perp
Q9JLK7,Cabp1
Q9JLZ6,Hic2
Q9QX98,Ptf1a
Q9R1B9,Slit2
Q9Z0S1,Bpnt1
Q9Z2J6,Ptgdr2
W4VSP6,Aadacl2fm2
A0A075B5R7,Ighv14-2
A0A087WRV1,Vmn1r82
A0A1B0GSW2,Lrrc78
A0A2I3BR68,Smim40-ps
A0A571BF63,Ankfn1
A2A974,Cyp4a12b
A2AHM1,Mageb6b2
A2AQP0,Myh7b
A8VU90,Ankle1
B1B1D3,Zfp40
D3YTX5,Vmn1r259
F6QRE9,Erich3
F6ZVF2,Gm2174
F8VQ07,Albfm1
G3UW78,Cyp4f17
O08832,Galnt4
O35536,Tfpi2
O35681,Syt3
O35975,Art2b
O88559,Men1
P01216,Cga
P02088,Hbb-b1
P08249,Mdh2
P09240,Cck
P09411,Pgk1
P0DOV1,Ifi211
P40224,Cxcl12
P40336,Vps26a
P43688,Nkx2-6
P48999,Alox5
P59438,Hps5
P61216,Taf13
P70296,Pebp1
P97298,Serpinf1
P97930,Dtymk
Q03157,Aplp1
Q3TXU5,Dhps
Q3UED7,Iigp1c
Q3UTJ2,Sorbs2
Q5H8A1,Nms
Q61140,Bcar1
Q61290,Cacna1e
Q6P5E6,Gga2
Q7TQP2,Gpr135
Q7TQT4,Or2y11
Q7TR01,Or4c120
Q7TRE5,Or8b12b
Q80SS5,Ifna12
Q80U12,Sgsm2
Q812G0,Mgat4a
Q8BGS3,Zkscan1
Q8BHM7,Zfp747
Q8BMD8,Slc25a24
Q8C1Q4,Metrn
Q8C6E0,Cfap36
Q8CB59,Fam161b
Q8CFI7,Polr2b
Q8HWA3,Ulbp1
Q8HWB2,H2-Q4
Q8K0L2,Entpd8
Q8K3N2,Vmn1r188
Q8K402,Tbx22
Q8K5B8,Hoxc12
Q8K5B9,Tgif2lx2
Q8QZR8,Ccnq
Q8QZV6,Fam161a
Q8R1K4,Phykpl
Q8R4V1,Nfam1
Q8VCL2,Sco2
Q8VGJ9,Or1j20
Q8VGM3,Or4a77
Q91W78,Usb1
Q91YE8,Synpo2
Q921L7,Hemk1
Q922B1,Macrod1
Q922R5,Ppp4r3b
Q925Q5,Gpha2
Q99JT5,Krcc1
Q99JW5,Epcam
Q99KF1,Tmed9
Q99LG7,Zfp958
Q99MW3,Pramel1
Q99NE9,Pbx4
Q9CQ11,Ly6m
Q9CQ85,Timm22
Q9CR53,Nmb
Q9CWK8,Snx2
Q9CZE3,Rab32
Q9D113,Dnlz
Q9D498,Iqcf3
Q9D880,Timm50
Q9DB98,Leng1
Q9EQG3,Scel
Q9ESC7,Ypel1
Q9JHU2,Palmd
Q9JIL2,Ccl28
Q9JKA3,Tas2r103
Q9JKV5,Scamp4
Q9JMA9,Slc6a14
Q9WUD8,Faim
A0A075B5X2,Ighv1-63
A0A075B5Y3,Ighv1-80
A0A087WR14,Gm21095
A0A0A6YXT2,Ighv1-36
A0A0G2JF93,Trav13d-2
A0A9L6KDU2,Gm63526
A2AJ72,Fubp3
A6H6A9,Rabgap1l
B2RWW0,Tagap
E9Q2M9,Wdfy4
E9Q9D8,Ankrd35
J3QPK8,Gm21118
K7N660,Gm10220
L7N1Y6,Or8b40
O08785,Clock
O09051,Guca2b
O35295,Purb
O70496,Clcn7
O88573,Aff1
O88898,Tp63
P00158,Mt-Cyb
P01758,Igh-VJ558
P10853,H2bc7
P16014,Chgb
P19437,Ms4a1
P26151,Fcgr1
P35295,Rab20
P47806,Gli1
P48410,Abcd1
P52912,Tia1
P56581,Tdg
P62843,Rps15
P84104,Srsf3
P97384,Anxa11
P97484,Pirb
Q03145,Epha2
Q04646,Fxyd2
Q08652,Rbp2
Q0VB07,Pglyrp4
Q14B01,Rnf113a2
Q3U0P1,Palb2
Q3UN58,Faap20
Q3UP24,Nlrc4
Q5SWK7,Rnf145
Q61510,Trim25
Q61754,Klk1b24
Q64016,Defa17
Q6AXF8,Hmgxb3
Q6NSR3,Adck2
Q6RI63,Fam120b
Q6V5K9,Znf474
Q80T69,Rsbn1
Q80VA0,Galnt7
Q810Y7,Dppa1
Q8BGF8,Slc35d3
Q8BGZ8,Zpld1
Q8BK26,Fbxo44
Q8BR07,Bicd1
Q8BSI6,R3hcc1
Q8BUK6,Hook3
Q8BVN7,Slc25a41
Q8BWF0,Aldh5a1
Q8CBG9,Rnf170
Q8CBX9,Bivm
Q8CHP5,Pym1
Q8K212,Pacs1
Q8QZT1,Acat1
Q8QZW3,Fam151a
Q8R033,Lyrm2
Q8R2S1,Rps6kl1
Q8VCC6,Ccm2l
Q8VCD3,Lman1l
Q8VEV0,Or2a12
Q8VFH8,Or6c1b
Q8VGT1,Or1e26
Q8VH14,Or51a25
Q8VI38,Gbgt1
Q91WE9,Tafa5
Q91ZP3,Lpin1
Q920A1,Cysltr2
Q99ML8,Ucn2
Q9CRA4,Msmo1
Q9D140,Klk5
Q9D1G2,Pmvk
Q9D2Y9,Elovl7
Q9D3W4,Gpn3
Q9D5S1,Tex19.2
Q9D6G5,Tmem138
Q9D7V1,Sh2d4a
Q9DCZ9,Aph1c
Q9JHK4,Rabggta
Q9JKN1,Slc30a7
Q9QXL8,Nme7
Q9R020,Zranb2
Q9R1V4,Adam11
Q9WTS2,Fut8
Q9WTX8,Mad1l1
Q9WVF9,Clec2i
Q9Z1A9,Tbc1d8
S4R1M9,Osbpl10
A0A3Q4L333,Vmn2r127
A2AHC5,Fthl17b
A2ARV4,Lrp2
B8ZXI1,Qtrt2
D3YYM4,Wdr72
D3Z7X0,Acad12
E9PXC3,Cyp2c69
E9Q5E2,Thoc2l
G3UXL2,Prps1l3
O08749,Dld
O08804,Serpinb6b
O08934,Uncx
O54827,Atp10a
O55176,Pja1
O88174,Cd46
P09036,Spink1
P14211,Calr
P16872,Il7r
P21570,Ang
P32300,Oprd1
P41317,Mbl2
P54099,Polg
P56677,St14
P57110,Adamts8
P59383,Lrrn4
P61226,Rap2b
P62325,Btg1
P62751,Rpl23a
P70392,Rasgrf2
P97458,Prop1
P97820,Map4k4
Q00262,Stx2
Q01887,Ryk
Q02788,Col6a2
Q03526,Itk
Q06180,Ptpn2
Q3T9Z9,Zup1
Q3UMZ3,Plpp5
Q3V2J9,Wfdc10
Q5DTT2,Psd
Q5F293,Zbtb4
Q60614,Adora2b
Q60996,Ppp2r5c
Q61133,Gstt2
Q61337,Bad
Q61749,Eif2b4
Q62458,Gm21344
Q64028,Phc1
Q64280,Lefty1
Q66JV4,Rbm12b2
Q69ZH9,Arhgap23
Q6GQX6,Anks6
Q6NXK2,Znf532
Q6NZB0,Dnajc8
Q6P1I6,Psd2
Q6ZQ58,Larp1
Q7TQI7,Abtb2
Q7TS99,Helt
Q7TSJ2,Map6
Q80WM5,Hapln3
Q810N6,Ankrd45
Q8BG19,Tmtc4
Q8BPY9,Fignl1
Q8BRH3,Arhgap19
Q8BYH3,Trmt13
Q8BZX4,Srek1
Q8C0S2,Or14j9
Q8C393,Zim1
Q8CBC7,Ftsj1
Q8CI43,Myl6b
Q8R5A0,Smyd2
Q8VDI9,Alg9
Q8VDS4,Rprd1a
Q8VDS8,Stx18
Q8VGS7,Or8k22
Q91Y19,Pcdha11
Q91ZT8,Asb9
Q920E3,Kcnh5
Q921C1,Gjc3
Q923T9,Camk2g
Q9CQ68,Ndufb11b
Q9CQH0,Pdzk1ip1
Q9CRC9,Gnpda2
Q9CWQ3,Atp23
Q9D159,Mrap
Q9D279,Misp
Q9D504,Ankrd7
Q9D6Y1,Ccdc3
Q9D7G9,Mapk1ip1
Q9D9H3,Mbd3l1
Q9DCJ5,Ndufa8
Q9EPW2,Klf15
Q9EQA2,Or8g55
Q9ERE3,Sgk3
Q9ES88,Slc13a2
Q9JHG6,Rcan1
Q9JLN5,Ermap
Q9QZ47,Tnnt3
Q9QZE7,Tsnax
Q9WTM4,Nfe2l3
A0A075B6D3,Trav6d-3
A0A087WRT4,Fat1
A0A338P6T0,Vmn2r95
A0ABA7IXH7,Ppp1r2-ps1
B2RXR6,Ankrd44
E9PWD5,Vmn2r110
E9Q4G0,Or6k2
E9Q5G3,Kif23
E9Q5G9,Or7a38
E9Q759,Vmn2r14
E9Q9T0,Fbrsl1
F8VQD3,Vmn2r37
K7N6T8,Gm3182
K7N741,Vmn2r36
L7N466,Mthfsl
O08742,Gp5
O35417,Pdyn
O35648,Cetn3
O54836,Zmat3
O70582,Alox12b
P06684,C5
P0C1T1,Hoxb2
P16043,Ghrh
P32211,Chrm4
P34927,Asgr1
P43276,H1-5
P49117,Nr2c2
P59759,Mrtfb
P59999,Arpc4
P61249,Pde6h
P63089,Ptn
P70318,Tial1
P82198,Tgfbi
P97291,Cdh8
P97432,Nbr1
Q00780,Col8a1
Q01231,Gja5
Q02284,Htr1f
Q07104,Gdf3
Q07235,Serpine2
Q09M05,Agbl1
Q3KPB0,Or51ac3
Q3TAS6,Emc10
Q3TFZ4,Zfp7
Q3U0S6,Rasip1
Q3UQ28,Pxdn
Q3URJ8,Nkain3
Q5BKP9,Gm5797
Q5EBH1,Rassf5
Q5U4F6,Dync2i2
Q60760,Grb10
Q61001,Lama5
Q61850,Foxc2
Q62288,Spock1
Q6PFX9,Tnks
Q7TRS6,Or52m2
Q811B1,Xylt1
Q8BHA3,Dtd2
Q8BHG2,Czib
Q8BUI3,LRWD1
Q8C0V9,Frmd6
Q8C1F4,Csgalnact2
Q8C9A2,Endov
Q8CD26,Slc35e1
Q8CE72,Cplane1
Q8CHX6,Mbtps2
Q8QZR5,Gpt
Q8R1V4,Tmed4
Q8R2D2,Vmn1r30
Q8R2D8,Vmn1r17
Q8R2T8,Gtf3c5
Q8R3L2,Tcf25
Q8R4H7,Nags
Q8VC82,Rhbdl1
Q8VCQ6,Sgms1
Q8VFA9,Or2y15
Q8VFU4,Or9r7
Q8VHD6,Slc2a10
Q8VI67,Sp7
Q91VT1,Nsmce2
Q91W97,Hkdc1
Q921Q3,Alg1
Q99JR1,Sfxn1
Q99LG4,Ttc5
Q99NH4,Or56b2
Q99PE5,Smim3
Q99PQ2,Trim11
Q9CQU5,Zwint
Q9CR24,Nudt8
Q9D2E3,4930583I09Rik
Q9D2H9,Dnaaf1
Q9DAZ5,Fam174c
Q9ER88,Dap3
Q9JIY5,Htra2
Q9QY81,Nup210
Q9QYZ3,Smok2b
Q9R060,Nubp1
Q9WUC3,Ly6h
Q9WUN2,Tbk1
Q9Z1P7,Kank3
A0A075B5L6,Igkv4-81
A0A0A6YX72,Ighv15-2
A0A0B4J1G8,Trbv2
A0A0B4J1M0,Ighv1-77
A0A0G2JGT0,Gm43218
A0A0J9YUV1,Pramel44
A0A0J9YVH6,Grep1
A0A1B0GSD2,Slc6a21
A0A2I3BS13,Or56a41
A0A5F8MPL8,Bricd5
A0AAG1GD13,LOC108168685
A2A5F7,Kcnh4
A2A8T7,Tex38
A2AKB4,Frmpd1
A2BDX3,Mocs3
A3KGJ9,6430550D23Rik
A3KMN5,Prr16
A6NAS7,Gm3373
B9EJW5,Zfp174
E9PVD9,Slco5a1
E9PVZ2,Tmem273
E9Q287,Adamts3
F7BAB2,Tmem132b
G5E8C2,Kbtbd7
K7N6B8,Vmn1r93
O35660,Gstm6
O70309,Itgb5
O88673,Dgka
P02798,Mt2
P42586,Nkx2-2
P47937,Tacr3
P50431,Shmt1
P51881,Slc25a5
P54841,Mafb
Q03366,Ccl7
Q07076,Anxa7
Q07646,Mest
Q3U308,Ctu2
Q3UPL6,Ms4a15
Q3UU43,Chpf2
Q3UWS2,Gm815
Q400C8,Amz2
Q4KUS2,Unc13a
Q5Y4Y6,Gsdma3
Q5Y5T1,Zdhhc20
Q60571,Crhbp
Q64511,Top2b
Q6A025,Ppp1r26
Q6P8K3,Pramel50
Q6PB75,Tent4a
Q6Q6R3,Crip3
Q76LS9,Mindy1
Q78IS1,Tmed3
Q78XR0,Trappc6a
Q7TMY4,Thoc7
Q80ZF8,Adgrb3
Q8BG40,Katnb1
Q8BHZ5,Cyren
Q8BI36,Jkamp
Q8BMJ3,Eif1ax
Q8BNL5,Kctd6
Q8C9H6,Strip2
Q8CH19,Csnk2a2ip
Q8CJ00,Noxa1
Q8K099,Lrit1
Q8K2R5,Znf668
Q8R400,Adig
Q8R4U6,Top1mt
Q8VCA0,Slc22a19
Q8VE04,Mob3b
Q8VEX8,Or6c76
Q8VF65,Or5p51
Q8VFA6,Or2y1f
Q8VFE9,Or12j5
Q8VFU5,Or6c33
Q8VG90,Or8b57
Q8VGZ8,Or51l14
Q8VH20,Or51q1c
Q91VJ2,Cavin3
Q91WW7,Pnpla3
Q920B0,Frmd4b
Q99J36,Thumpd1
Q99J99,Mpst
Q99N48,Sytl3
Q9CPV9,P2ry12
Q9CQI3,Gmfb
Q9CR16,Ppid
Q9CY34,Ube2f
Q9CZG3,Commd8
Q9D0K2,Oxct1
Q9D0M1,Prpsap1
Q9D6I0,Rtl8c
Q9D7M8,Polr2d
Q9ES03,Tbx20
Q9JHQ0,Anxa9
Q9JI57,Gtf2ird1
Q9JM93,Arl6ip4
Q9QZB6,Nr4a3
Q9R016,Naip5
Q9Z1P8,Angptl4
A0A075B5T1,Ighv12-3
A0A075B604,Trav7d-5
A0A075B635,Trav13n-4
A0A087WPA5,Gm28961
A0A0B4J1P5,Trbv26
A0ABA7IW27,Gm14332
A0ABA7IW37,N/A
A2A5R2,Arfgef2
A2BFL2,Zyg11a
B2RRE4,Znf518b
D3Z236,Gm3676
L7N1X3,Or5ac25
O35348,Colq
O35423,Agxt
O88410,Cxcr3
O88495,Gpr50
O88978,Dnaaf11
O89026,Robo1
P05784,Krt18
P07350,Ifna6
P51910,Apod
P55850,Dsc3
P56395,Cyb5a
P56593,Cyp2a12
P70338,Gfi1
P79568,H2-Q6
P97306,Stac
P97469,Snai2
P97798,Neo1
P99026,Psmb4
Q00898,Serpina1e
Q0VBL3,Rbm15
Q3TRM4,Pnpla6
Q3TUA9,Pomk
Q3U1J0,Slc38a5
Q3U4B1,Ssbp4
Q3URE1,Acsf3
Q3UV70,Pdp1
